,State,Year,Unemployment Rate,Crime Rate
735,LA,2009,0.0001517561145448118,0.1997138962030028
736,LA,2010,0.0001749042921513294,0.18480673515728077
737,LA,2011,0.00017067539629349348,0.18530128098355197
738,LA,2012,0.00015373302906868856,0.17518177436815183
739,LA,2013,0.00014509803243870973,0.1769020868021923
740,LA,2014,0.00013693427240951843,0.1707387783578899
741,ME,1976,0.0008130841121495327,0.763429906542056
742,ME,1977,0.00076110599078341,0.7512165898617511
743,ME,1978,0.0005896425297891842,0.7586526122823097
744,ME,1979,0.0006206016408386508,0.7852871467639015
745,ME,1980,0.000677067110450577,0.777372360212518
746,ME,1981,0.0006515017667844523,0.7496996466431094
747,ME,1982,0.0007398940864960282,0.6813327449249779
748,ME,1983,0.0007264397905759162,0.6424258289703316
749,ME,1984,0.0005399653979238754,0.6102681660899654
750,ME,1985,0.00047396907216494847,0.630876288659794
751,ME,1986,0.00045076660988074954,0.5896422487223169
752,ME,1987,0.00037000842459983154,0.5951558550968828
753,ME,1988,0.0003019900497512438,0.5933250414593698
754,ME,1989,0.00032872340425531916,0.5865220949263503
755,ME,1990,0.00043162139799727666,0.602266582405483
756,ME,1991,0.0006099595141700405,0.6101538461538462
757,ME,1992,0.0005931174089068826,0.5706153846153846
758,ME,1993,0.0005851493139628733,0.5091041162227602
759,ME,1994,0.0005651612903225807,0.5278548387096775
760,ME,1995,0.00048211120064464133,0.529355358581789
761,ME,1996,0.0004197103781174577,0.5461142397425582
762,ME,1997,0.0004072463768115942,0.5043075684380031
763,ME,1998,0.0003623794212218649,0.4888745980707395
764,ME,1999,0.00031587179978292794,0.45884409117027386
765,ME,2000,0.0002640943806018089,0.41097383920440683
766,ME,2001,0.0002984110177738678,0.4192935607682547
767,ME,2002,0.0003359348332759284,0.41010306635137705
768,ME,2003,0.00038000160402687125,0.3908937103051088
769,ME,2004,0.00035422457290387347,0.38288649680414605
770,ME,2005,0.0003704237532430095,0.38401025625464646
771,ME,2006,0.00034678345669633334,0.4029740294527587
772,ME,2007,0.0003543102944336008,0.3897792829828569
773,ME,2008,0.00041778836512576187,0.3924400055907679
774,ME,2009,0.0006138203642415504,0.3830612280503466
775,ME,2010,0.0006139919344814104,0.3918549261363936
776,ME,2011,0.0005959155285786545,0.40189109280535684
777,ME,2012,0.000562664235856804,0.3968909319601566
778,ME,2013,0.0005017678907685847,0.36422011858189424
779,ME,2014,0.0004229040312340001,0.31721185574799887
780,MD,1976,0.00016006274131274132,0.2733783783783784
781,MD,1977,0.000152621406136748,0.2754288475477168
782,MD,1978,0.0001329471397538016,0.28064687424571566
783,MD,1979,0.0001395999035912268,0.30342974210653173
784,MD,1980,0.00015664764965313052,0.31630564396687094
785,MD,1981,0.0001705468199953063,0.30780098568411174
786,MD,1982,0.0001942086752637749,0.28193434935521694
787,MD,1983,0.00016322026022304832,0.24893122676579926
788,MD,1984,0.00012320073580133364,0.23980455277075194
789,MD,1985,0.000104735883424408,0.24466302367941714
790,MD,1986,0.00010212861304055568,0.2510306968406901
791,MD,1987,9.609702315325247e-05,0.2415700110253583
792,MD,1988,9.151593453919036e-05,0.24567829457364343
793,MD,1989,8.112484022155943e-05,0.23700894759267152
794,MD,1990,9.342319137135289e-05,0.24387698505981842
795,MD,1991,0.00012567901234567902,0.2555267489711934
796,MD,1992,0.0001385493072534637,0.2536491442542787
797,MD,1993,0.00012437059415911379,0.24598187311178246
798,MD,1994,0.00010553335996803835,0.24461046743907314
799,MD,1995,9.982149940499802e-05,0.24969258230860764
800,MD,1996,9.956624605678235e-05,0.2390339116719243
801,MD,1997,9.733019238319593e-05,0.2219532783667059
802,MD,1998,8.584225900681598e-05,0.20898539435248295
803,MD,1999,6.912708826649373e-05,0.190251282283317
804,MD,2000,6.764862590026671e-05,0.18186019938502623
805,MD,2001,7.47296874033968e-05,0.1803519777559891
806,MD,2002,8.149673655290087e-05,0.17444374624462783
807,MD,2003,8.042000540608201e-05,0.16336345379704698
808,MD,2004,7.656439140838921e-05,0.1561280642838802
809,MD,2005,7.394090345300262e-05,0.15226494780752609
810,MD,2006,6.869992077606337e-05,0.1481411044375911
811,MD,2007,6.126360365260654e-05,0.14500536101029057
812,MD,2008,7.469472878517935e-05,0.1471830519648459
813,MD,2009,0.00012281826511129616,0.13294024470311142
814,MD,2010,0.00013208471051203826,0.12243502536693607
815,MD,2011,0.00012415293449588428,0.114756697922382
816,MD,2012,0.00011823544725217286,0.1099531884147614
817,MD,2013,0.00011071377634672154,0.10542140525839079
818,MD,2014,9.70482766652271e-05,0.09870813684543238
819,MA,1976,0.0001655534515407127,0.20040798760543985
820,MA,1977,0.00013476305776547907,0.18709789000345903
821,MA,1978,0.00010781087634222375,0.18532906130931764
822,MA,1979,9.547581903276132e-05,0.2051638065522621
823,MA,1980,9.83365361518136e-05,0.21224840650470087
824,MA,1981,0.00011207972270363951,0.202263431542461
825,MA,1982,0.00013348901574122124,0.19040996367410484
826,MA,1983,0.00011718397780475118,0.17377319230102306
827,MA,1984,8.20627802690583e-05,0.15827699206622975
828,MA,1985,6.827550669872896e-05,0.16344383373411198
829,MA,1986,6.673525377229081e-05,0.16198216735253773
830,MA,1987,5.537147736976943e-05,0.16170281810418446
831,MA,1988,5.564639754726623e-05,0.1700187361607903
832,MA,1989,7.004904447826823e-05,0.17371892440385592
833,MA,1990,0.00010443078738619695,0.1761112288443719
834,MA,1991,0.0001438458972648432,0.17753002001334225
835,MA,1992,0.00014101367122374125,0.16681727242414138
836,MA,1993,0.00011615103127079175,0.16280771789753826
837,MA,1994,0.00010028141036252276,0.14702698228770072
838,MA,1995,8.725716167270332e-05,0.14295686532762597
839,MA,1996,7.291529875246225e-05,0.12597176625082074
840,MA,1997,6.415495259888852e-05,0.120142203334423
841,MA,1998,5.36847242557345e-05,0.11178786399869854
842,MA,1999,5.154514799513989e-05,0.10566188552896284
843,MA,2000,4.239973022935388e-05,0.09532694176825461
844,MA,2001,5.8192541231563515e-05,0.09647932782225231
845,MA,2002,8.201750288081224e-05,0.09645737955090472
846,MA,2003,8.890471355409053e-05,0.09457262267503194
847,MA,2004,8.037604125990927e-05,0.09140862836022576
848,MA,2005,7.565245383949027e-05,0.087630629497742
849,MA,2006,7.612013497187361e-05,0.08984972176537197
850,MA,2007,7.144457425127e-05,0.08809326865904207
851,MA,2008,8.51497091321024e-05,0.08812910253314614
852,MA,2009,0.00012272530869767852,0.08449573805578056
853,MA,2010,0.00012661189913882554,0.08620897431242874
854,MA,2011,0.00010985313613449244,0.08112150092863588
855,MA,2012,0.00010056727285422501,0.0771597623163308
856,MA,2013,0.00010012112315717958,0.07298691255790465
857,MA,2014,8.524317580196779e-05,0.06654601174606488
858,MI,1976,0.00010325131810193321,0.14231436731107208
859,MI,1977,8.991127177127835e-05,0.12732938985650127
860,MI,1978,7.609097834367178e-05,0.12175644792686907
861,MI,1979,8.452432667245873e-05,0.13351542137271938
862,MI,1980,0.0001335590490292289,0.1446848158152986
863,MI,1981,0.0001350396696011303,0.14898706662319317
864,MI,1982,0.00016887693489954988,0.14896256449665168
865,MI,1983,0.00015841878928217004,0.14284926673282614
866,MI,1984,0.00012369146005509641,0.14448595041322312
867,MI,1985,0.00010967209507042253,0.14010233274647887
868,MI,1986,9.668671405139421e-05,0.14196828868234004
869,MI,1987,9.030434782608695e-05,0.14036521739130434
870,MI,1988,8.055913978494623e-05,0.13084731182795697
871,MI,1989,7.692224738488084e-05,0.12872425320823896
872,MI,1990,8.194466513549808e-05,0.12898565801609138
873,MI,1991,9.83881298035867e-05,0.13104397950469684
874,MI,1992,9.518914909399174e-05,0.11890537247006464
875,MI,1993,7.62291622705212e-05,0.11505486389533656
876,MI,1994,6.318449873631002e-05,0.11468407750631845
877,MI,1995,5.51576081265054e-05,0.10855168080427269
878,MI,1996,5.107358765895352e-05,0.1066812591202835
879,MI,1997,4.373848987108656e-05,0.10061182729691016
880,MI,1998,3.980849546704696e-05,0.09540389120912701
881,MI,1999,3.768334131709209e-05,0.08769259233913992
882,MI,2000,3.630346963770184e-05,0.08270610570427324
883,MI,2001,5.188748730045754e-05,0.08145296157427755
884,MI,2002,6.231068697980459e-05,0.07720431522914811
885,MI,2003,7.108451946388763e-05,0.07517879735347781
886,MI,2004,6.9852099214921e-05,0.07043304540703149
887,MI,2005,6.707367600276136e-05,0.07230987780908762
888,MI,2006,6.933684164545042e-05,0.07507198897583837
889,MI,2007,6.982847790598365e-05,0.07143394710510173
890,MI,2008,7.980269151896222e-05,0.069273294678561
891,MI,2009,0.00013699472412835378,0.06717435693073642
892,MI,2010,0.00012748625791891442,0.06564246361523772
893,MI,2011,0.0001051251311026718,0.06049327105000899
894,MI,2012,9.225380694942252e-05,0.060249820921163925
895,MI,2013,8.890511631769558e-05,0.055880906747322476
896,MI,2014,7.315933386458783e-05,0.0496474376018996
897,MN,1976,0.00014817150063051702,0.2184615384615385
898,MN,1977,0.00013290566037735848,0.21287547169811322
899,MN,1978,9.71057884231537e-05,0.20679141716566868
900,MN,1979,0.00010406403940886698,0.21639655172413794
901,MN,1980,0.00014219812446214023,0.2363591370605247
902,MN,1981,0.00014180929095354523,0.23162347188264054
903,MN,1982,0.00019114444713283328,0.2155673844664892
904,MN,1983,0.0001934604247104247,0.19470077220077223
905,MN,1984,0.00015136953387794329,0.18459875060067274
906,MN,1985,0.00014290484140233722,0.19719771046983067
907,MN,1986,0.00013130042714760325,0.20703369719981016
908,MN,1987,0.00012089024964672634,0.21741639189825718
909,MN,1988,9.94658615884812e-05,0.20040640966093823
910,MN,1989,9.974730071215253e-05,0.20138525155065473
911,MN,1990,0.00010932324045695881,0.20748330494921371
912,MN,1991,0.00011638086642599278,0.20289936823104693
913,MN,1992,0.00011439732142857144,0.20494196428571432
914,MN,1993,0.00010976311711312818,0.19539074607040074
915,MN,1994,8.940223341361944e-05,0.19010291219619008
916,MN,1995,8.15184381778742e-05,0.1951106290672451
917,MN,1996,8.533705452984113e-05,0.191635895234006
918,MN,1997,6.971830985915492e-05,0.18838668373879638
919,MN,1998,5.714285714285715e-05,0.17128042328042326
920,MN,1999,5.775301810823059e-05,0.15066878748815835
921,MN,2000,6.403117078048306e-05,0.14181989596865846
922,MN,2001,7.557374960753611e-05,0.14344166507006167
923,MN,2002,8.95559636211735e-05,0.1405630602347441
924,MN,2003,9.626450286443667e-05,0.1333367034137071
925,MN,2004,9.188575949280158e-05,0.1299487927706333
926,MN,2005,7.932917981586346e-05,0.13206835768311984
927,MN,2006,7.725802147084023e-05,0.13132895989453275
928,MN,2007,8.786712228536863e-05,0.1283029293594127
929,MN,2008,0.00010424502523085906,0.11989518796764918
930,MN,2009,0.00014748735998954847,0.10973348215625116
931,MN,2010,0.00013949307223323364,0.10562532929064533
932,MN,2011,0.00012140708795225403,0.1038748721550824
933,MN,2012,0.00010441207469785187,0.10405517389062402
934,MN,2013,9.160724890539757e-05,0.09770640679003921
935,MN,2014,7.619329641922659e-05,0.0924141492307464
936,MS,1976,0.000278589634664401,0.20971112999150382
937,MS,1977,0.00030523231477605695,0.2167099204688154
938,MS,1978,0.00028839434276206323,0.2125540765391015
939,MS,1979,0.00023898586866167912,0.2461014131338321
940,MS,1980,0.0002953225792965215,0.2721172403166087
941,MS,1981,0.0003359683794466403,0.27963241106719366
942,MS,1982,0.0004324970599764798,0.2800940807526461
943,MS,1983,0.0004660997294163123,0.24801314263625823
944,MS,1984,0.00040577367205542727,0.23555812163202464
945,MS,1985,0.0003977037887485648,0.24996555683122848
946,MS,1986,0.0004342857142857143,0.2548571428571429
947,MS,1987,0.0003793523809523809,0.26198857142857146
948,MS,1988,0.0003210125618576323,0.27353635325466313
949,MS,1989,0.0002988553987027852,0.26824494467760396
950,MS,1990,0.0002953502543121137,0.30073262407819634
951,MS,1991,0.0003285879629629629,0.3256790123456789
952,MS,1992,0.0003076511094108646,0.32765110941086456
953,MS,1993,0.00025035944003026864,0.3343359818388196
954,MS,1994,0.00023480704383664296,0.36246159610340956
955,MS,1995,0.00023051538746755653,0.33477938450129774
956,MS,1996,0.0002218335787923417,0.3330559646539028
957,MS,1997,0.00020900768949102893,0.33909190772610764
958,MS,1998,0.00019138808139534887,0.31859738372093027
959,MS,1999,0.0001848213856800087,0.3084859274605859
960,MS,2000,0.00018895065768890321,0.2815382376370024
961,MS,2001,0.00019347960106765212,0.2925273093676927
962,MS,2002,0.0002310993036323927,0.2906793203273552
963,MS,2003,0.0002194204247979424,0.27969252693927765
964,MS,2004,0.00021201281867422696,0.2603793202351929
965,MS,2005,0.0002570056826621044,0.24439779184843302
966,MS,2006,0.00022476928679901327,0.24064262988998603
967,MS,2007,0.000208716983265297,0.23332996435160522
968,MS,2008,0.00022347239416623733,0.21870484697228426
969,MS,2009,0.0003209692696060564,0.21982075856471348
970,MS,2010,0.00034958748474784446,0.2190014248812823
971,MS,2011,0.00033501743266149605,0.22067489135863255
972,MS,2012,0.0003005240335515411,0.20563210500761775
973,MS,2013,0.00028574235864776694,0.2003805887696235
974,MS,2014,0.000250494392432531,0.21340452272635424
975,MO,1976,0.00013080786940142318,0.21071996651318547
976,MO,1977,0.00012566132055821704,0.19084565715475943
977,MO,1978,0.00010098765432098765,0.18631275720164606
978,MO,1979,9.860312243221034e-05,0.20295193097781433
979,MO,1980,0.00014690016175340033,0.22170090800622205
980,MO,1981,0.0001549210206561361,0.21673957067638722
981,MO,1982,0.00018666935972530804,0.1998747727731771
982,MO,1983,0.00019885311871227363,0.18228772635814888
983,MO,1984,0.00014293130990415337,0.17160543130990416
984,MO,1985,0.00012974746470471266,0.17363292901173194
985,MO,1986,0.00012254243979470983,0.18373864982234503
986,MO,1987,0.0001229668822261415,0.18449539486576522
987,MO,1988,0.00011124732438217551,0.18854640980735551
988,MO,1989,0.00010742391936421787,0.19876720294630743
989,MO,1990,0.00011399094755927853,0.2001398064870288
990,MO,1991,0.00012762698720434278,0.2099903063202792
991,MO,1992,0.00011891007124975929,0.1963084922010399
992,MO,1993,0.00011925869316010699,0.1947057699656095
993,MO,1994,9.615384615384615e-05,0.201123531640773
994,MO,1995,8.874906085649886e-05,0.1923572501878287
995,MO,1996,8.941966784847919e-05,0.189735025191267
996,MO,1997,8.037763791188448e-05,0.17824879674194744
997,MO,1998,7.661334804191947e-05,0.17747196175767602
998,MO,1999,6.0201106807955175e-05,0.16745124386970958
999,MO,2000,6.403690584680364e-05,0.1618419752177353
1000,MO,2001,8.204269093640246e-05,0.1692190369553984
1001,MO,2002,9.510465039163644e-05,0.16244163551777713
1002,MO,2003,9.821296809835773e-05,0.15997505946631735
1003,MO,2004,0.00010170965279817874,0.15244988655328245
1004,MO,2005,9.300234937871085e-05,0.15366775428130763
1005,MO,2006,8.30093827987101e-05,0.1499252145364662
1006,MO,2007,8.689417130297877e-05,0.14936849473880287
1007,MO,2008,0.0001038973341419124,0.14091097087846702
1008,MO,2009,0.00015490398458141688,0.12903042631580708
1009,MO,2010,0.00015998091970682396,0.12701404252870593
1010,MO,2011,0.00014103881787669927,0.12516425405692544
1011,MO,2012,0.00011536184945461235,0.12508876222877102
1012,MO,2013,0.00011096926558296831,0.11798176881502259
1013,MO,2014,0.00010114471808692839,0.11029276555518522
1014,MT,1976,0.0007924302788844622,1.1319521912350594
1015,MT,1977,0.0008278580814717478,1.0789356110381079
1016,MT,1978,0.000732484076433121,0.9976433121019108
1017,MT,1979,0.0006594147582697201,1.1350127226463103
1018,MT,1980,0.0007826333944052652,1.2857091679546362
1019,MT,1981,0.0008648989898989898,1.2673863636363634
1020,MT,1982,0.0010632958801498125,1.0819475655430713
